Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,501,8.7,7.8,9.5,368,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,50,BO1,CAT1,CHECKUP1,RESP065,(43.62538123900049
2014,VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,347,6.2,5.5,7,369,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,50,BO1,CAT1,CHECKUP1,RESP066,(43.62538123900049
2014,VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,36,0.6,0.4,0.9,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,50,BO1,CAT1,CHECKUP1,RESP067,(43.62538123900049
2014,VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,Yes,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,314,5.3,4.5,6,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,50,BO1,CAT1,PERSDOC2,RESP053,(43.62538123900049
2014,VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,674,13.3,12.2,14.4,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,50,BO1,CAT1,PERSDOC2,RESP054,(43.62538123900049
2014,VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,328,8.4,7.4,9.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,50,BO1,CAT1,_HCVU651,RESP054,(43.62538123900049
2014,VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,800,11.7,10.8,12.6,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,50,BO1,CAT1,_RFHLTH,RESP062,(43.62538123900049
2014,VT,Vermont,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,594,8.7,7.9,9.5,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,50,BO1,CAT1,GENHLTH,RESP059,(43.62538123900049
2014,VT,Vermont,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,206,3,2.5,3.5,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,50,BO1,CAT1,GENHLTH,RESP060,(43.62538123900049
2014,VT,Vermont,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,636,37.2,34.5,39.8,3,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,481,27.6,25.1,30,3,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,Overall,Overall,90,2.8,2.1,3.4,3,,,,,,,,,,,,,
2014,VT,Vermont,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,Overall,Overall,836,15.9,14.7,17.1,3,,,,,,,,,,,,,
2014,VT,Vermont,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,261,16.9,14.8,19.1,1,,,,,,,,,,,,,
2014,VT,Vermont,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,525,4,3.5,4.4,572,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,51,BO1,CAT1,CVDCRHD4,RESP046,(37.54268067400045
2014,VT,Vermont,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,103,1.8,1.4,2.3,2,,,,,,,,,,,,,
2014,VT,Vermont,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,713,32.6,30.3,34.9,3,,,,,,,,,,,,,
2014,VT,Vermont,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,867,16.4,15.2,17.6,2,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,621,11.7,10.7,12.8,2,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,246,4.7,4,5.4,2,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,368,21.2,19,23.4,3,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,481,22.4,20.3,24.4,3,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,679,25.9,24,27.8,3,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,536,4.2,3.7,4.6,527,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,51,BO1,CAT1,CVDINFR4,RESP046,(37.54268067400045
2014,VT,Vermont,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,592,24,21.9,26.2,3,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VT,Vermont,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,278,14.2,12.3,16,3,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,468,5.3,4.7,5.9,3,,,,,,,,,,,,,
2014,VA,Virginia,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,825,8.6,7.9,9.4,710,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,51,BO1,CAT1,_CASTHM1,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,344,2.8,2.4,3.2,618,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,51,BO1,CAT1,CVDSTRK3,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,765,6.4,5.8,7,848,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,51,BO1,CAT1,CHCCOPD1,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,294,2.5,2.1,2.9,986,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,51,BO1,CAT1,CHCKIDNY,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,802,6.3,5.7,6.8,802,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,51,BO1,CAT1,CHCOCNCR,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,787,5.5,5,6,756,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,51,BO1,CAT1,CHCSCNCR,RESP046,(37.54268067400045
2014,VA,Virginia,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,688,12.2,11.1,13.4,3,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,339,7,6,7.9,3,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Age,What is your age?,18-24 years,Overall,Overall,422,13,11.8,14.3,1,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Age,What is your age?,25-34 years,Overall,Overall,938,17.4,16.3,18.6,1,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Age,What is your age?,35-44 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Age,What is your age?,45-54 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,587,5.5,4.9,6.2,2,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,321,3,2.5,3.4,2,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,930,7.4,6.7,8,2,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,771,12.9,11.8,14.1,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,193,2.7,2.3,3.2,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,243,3.3,2.8,3.9,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Student,Overall,Overall,205,5.3,4.5,6.2,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,646,6.2,5.5,6.8,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,551,5.7,5.1,6.3,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,607,6.6,5.9,7.3,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Income,What is your annual household income?,Less than $15,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Income,What is your annual household income?,$15 ,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Income,What is your annual household income?,$25 ,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Income,What is your annual household income?,$35 ,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Income,What is your annual household income?,$50 ,,,,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,246,3,2.5,3.5,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,206,3.9,3.2,4.6,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,29,0.5,0.3,0.7,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,98,1.6,1.1,2,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,376,5.4,4.7,6.1,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,126,2.1,1.6,2.5,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,311,6.1,5.3,6.9,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,327,8,7,9,1,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,276,4.4,3.7,5,2,,,,,,,,,,,,,
2014,VA,Virginia,Demographics,Sex,Gender of respondent,Male,Overall,Overall,3,,,,,,,,,,,,,,,,,
